Timestamp,Name,Author,Ups,Runs
1701405382.5914173,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701405382.5914173,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701405382.5914173,"IHC Nuclear Counter","Jesse Provost",2,20
1701405382.5914173,"Real-ESRGAN","Samir Mitha",2,26
1701405382.5914173,"Paint Transformer","Peter Duan",1,68
1701405382.5914173,"Image to PDF Converter","Dionysios Balasis",0,21
1701405382.5914173,"Latex OCR","Paul Duan",0,2
1701405382.5914173,"Random Password Generator","Dionysios Balasis",0,5
1701405382.5914173,"facial recognition testing","Peter Duan",1,18
1701405382.5914173,"Tesseract OCR","Paul Duan",3,17
1701405382.5914173,"Single-sample T-Test","Kimia Mofid",0,7
1701405382.5914173,"Music Generator (text only)","Peter Duan",3,40
1701405382.5914173,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701405382.5914173,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701427021.128803,"Speech Recognition","Paul Duan",0,3
1701427021.128803,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701427021.128803,"Voice Conversion","Paul Duan",0,14
1701427021.128803,"QR Code Generator","Dionysios Balasis",2,17
1701427021.128803,"Image to PDF Converter","Dionysios Balasis",0,21
1701427021.128803,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1701427021.128803,"facial recognition testing","Peter Duan",1,18
1701427021.128803,"facial recognition training","Peter Duan",1,10
1701427021.128803,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",2,34
1701427021.128803,"Cartoon Painting Effect","Oumaima Essamadi",1,15
1701427021.128803,"Music Generator (text only)","Peter Duan",3,40
1701427021.128803,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701427021.128803,"Music Generator (melody + text)","Peter Duan",1,11
1701427021.128803,"Latex OCR","Paul Duan",0,2
1701427021.128803,"URL Shortener","Dionysios Balasis",2,5
1701427021.128803,"Real-ESRGAN","Samir Mitha",2,26
1701427021.128803,"SRGAN","Samir Mitha",0,15
1701427021.128803,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1701427021.128803,"Nuclei Segmentation #COMP_1","Peter Duan",2,28
1701427021.128803,"Voice Cloning","Paul Duan",2,21
1701427021.128803,"Random Password Generator","Dionysios Balasis",0,5
1701427021.128803,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1701427021.128803,"Paint Transformer","Peter Duan",1,68
1701427021.128803,"Single-sample T-Test","Kimia Mofid",0,7
1701427021.128803,"LaTeX2SVG","Peter Duan",3,15
1701427021.128803,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,96
1701427021.128803,"PDF Merger","Oumaima Essamadi",0,30
1701427021.128803,"Venn Gene","Bruce Liu",0,4
1701427021.128803,"Image Classification","Kevin Faust",2,43
1701427021.128803,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701427021.128803,"PDF Splitter","Raymond Qu",1,4
1701427021.128803,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1701427021.128803,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1701427021.128803,"Histogram Equalization","Dionysios Balasis",4,141
1701427021.128803,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1701427021.128803,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,226
1701427021.128803,"Artistic QR Code","Peter Duan",1,86
1701427021.128803,"Watermark PDF","Paul Duan",2,14
1701427021.128803,"PMC Paper Analysis V1","Bruce Liu",1,41
1701427021.128803,"AI Art Generator","Rick Sugden",5,261
1701427021.128803,"Single Shot Image De-noising","Dionysios Balasis",2,27
1701427021.128803,"Cell Counting #COMP_1","Bruce Liu",0,23
1701427021.128803,"Customized Venn2 1.0","Bruce Liu",1,8
1701427021.128803,"PUBMED X CSE Citation","Bruce Liu",1,13
1701427021.128803,"PUBMED Paper Scraper","Bruce Liu",2,19
1701427021.128803,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701427021.128803,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1701427021.128803,"IHC Nuclear Counter","Jesse Provost",2,20
1701427021.128803,"Tesseract OCR","Paul Duan",3,17
1701448715.393533,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1701448715.393533,"Cartoon Painting Effect","Oumaima Essamadi",1,15
1701448715.393533,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1701448715.393533,"Music Generator (text only)","Peter Duan",3,40
1701448715.393533,"PMC Paper Analysis V1","Bruce Liu",1,41
1701448715.393533,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701448715.393533,"Latex OCR","Paul Duan",0,2
1701448715.393533,"Music Generator (melody + text)","Peter Duan",1,11
1701448715.393533,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1701448715.393533,"Watermark PDF","Paul Duan",2,14
1701448715.393533,"Image Classification","Kevin Faust",2,43
1701448715.393533,"Customized Venn2 1.0","Bruce Liu",1,8
1701448715.393533,"facial recognition testing","Peter Duan",1,18
1701448715.393533,"Venn Gene","Bruce Liu",0,4
1701448715.393533,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,226
1701448715.393533,"Single-sample T-Test","Kimia Mofid",0,7
1701448715.393533,"AI Art Generator","Rick Sugden",5,261
1701448715.393533,"Single Shot Image De-noising","Dionysios Balasis",2,27
1701448715.393533,"IHC Nuclear Counter","Jesse Provost",2,20
1701448715.393533,"Voice Conversion","Paul Duan",0,14
1701448715.393533,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701448715.393533,"Image to PDF Converter","Dionysios Balasis",0,21
1701448715.393533,"Tesseract OCR","Paul Duan",3,17
1701448715.393533,"PDF Merger","Oumaima Essamadi",0,30
1701448715.393533,"Nuclei Segmentation #COMP_1","Peter Duan",2,28
1701448715.393533,"PDF Splitter","Raymond Qu",1,4
1701448715.393533,"facial recognition training","Peter Duan",1,10
1701448715.393533,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1701448715.393533,"PUBMED Paper Scraper","Bruce Liu",2,19
1701448715.393533,"URL Shortener","Dionysios Balasis",2,5
1701448715.393533,"Cell Counting #COMP_1","Bruce Liu",0,23
1701448715.393533,"Voice Cloning","Paul Duan",2,21
1701448715.393533,"Real-ESRGAN","Samir Mitha",2,26
1701448715.393533,"PUBMED X CSE Citation","Bruce Liu",1,13
1701448715.393533,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,96
1701448715.393533,"Random Password Generator","Dionysios Balasis",0,5
1701448715.393533,"Speech Recognition","Paul Duan",0,3
1701448715.393533,"QR Code Generator","Dionysios Balasis",2,17
1701448715.393533,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701448715.393533,"Artistic QR Code","Peter Duan",1,86
1701448715.393533,"Histogram Equalization","Dionysios Balasis",4,141
1701448715.393533,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1701448715.393533,"SRGAN","Samir Mitha",0,15
1701448715.393533,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701448715.393533,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1701448715.393533,"LaTeX2SVG","Peter Duan",3,15
1701448715.393533,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1701448715.393533,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",2,34
1701448715.393533,"Paint Transformer","Peter Duan",1,68
1701470099.1743455,"Voice Cloning","Paul Duan",2,21
1701470099.1743455,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1701470099.1743455,"Watermark PDF","Paul Duan",2,14
1701470099.1743455,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1701470099.1743455,"QR Code Generator","Dionysios Balasis",2,17
1701470099.1743455,"Venn Gene","Bruce Liu",0,4
1701470099.1743455,"URL Shortener","Dionysios Balasis",2,5
1701470099.1743455,"PUBMED Paper Scraper","Bruce Liu",2,19
1701470099.1743455,"Music Generator (text only)","Peter Duan",3,40
1701470099.1743455,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1701470099.1743455,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,96
1701470099.1743455,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1701470099.1743455,"facial recognition training","Peter Duan",1,10
1701470099.1743455,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,226
1701470099.1743455,"Artistic QR Code","Peter Duan",1,86
1701470099.1743455,"AI Art Generator","Rick Sugden",5,261
1701470099.1743455,"PDF Merger","Oumaima Essamadi",0,30
1701470099.1743455,"PMC Paper Analysis V1","Bruce Liu",1,41
1701470099.1743455,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701470099.1743455,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",2,34
1701470099.1743455,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1701470099.1743455,"Histogram Equalization","Dionysios Balasis",4,141
1701470099.1743455,"Cell Counting #COMP_1","Bruce Liu",0,23
1701470099.1743455,"Tesseract OCR","Paul Duan",3,17
1701470099.1743455,"SRGAN","Samir Mitha",0,15
1701470099.1743455,"Cartoon Painting Effect","Oumaima Essamadi",1,15
1701470099.1743455,"LaTeX2SVG","Peter Duan",3,15
1701470099.1743455,"Latex OCR","Paul Duan",0,2
1701470099.1743455,"PUBMED X CSE Citation","Bruce Liu",1,13
1701470099.1743455,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1701470099.1743455,"IHC Nuclear Counter","Jesse Provost",2,20
1701470099.1743455,"Nuclei Segmentation #COMP_1","Peter Duan",2,28
1701470099.1743455,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701470099.1743455,"Single Shot Image De-noising","Dionysios Balasis",2,27
1701470099.1743455,"Music Generator (melody + text)","Peter Duan",1,11
1701470099.1743455,"Customized Venn2 1.0","Bruce Liu",1,8
1701470099.1743455,"Image to PDF Converter","Dionysios Balasis",0,21
1701470099.1743455,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1701470099.1743455,"Real-ESRGAN","Samir Mitha",2,26
1701470099.1743455,"Image Classification","Kevin Faust",2,43
1701470099.1743455,"Voice Conversion","Paul Duan",0,14
1701470099.1743455,"Random Password Generator","Dionysios Balasis",0,5
1701470099.1743455,"Speech Recognition","Paul Duan",0,3
1701470099.1743455,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701470099.1743455,"PDF Splitter","Raymond Qu",1,4
1701470099.1743455,"Paint Transformer","Peter Duan",1,68
1701470099.1743455,"Single-sample T-Test","Kimia Mofid",0,7
1701470099.1743455,"facial recognition testing","Peter Duan",1,18
1701470099.1743455,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701491721.125083,"facial recognition testing","Peter Duan",1,18
1701491721.125083,"PUBMED X CSE Citation","Bruce Liu",1,13
1701491721.125083,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1701491721.125083,"Paint Transformer","Peter Duan",1,68
1701491721.125083,"Artistic QR Code","Peter Duan",1,86
1701491721.125083,"Image to PDF Converter","Dionysios Balasis",0,21
1701491721.125083,"URL Shortener","Dionysios Balasis",2,5
1701491721.125083,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1701491721.125083,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701491721.125083,"Music Generator (text only)","Peter Duan",3,40
1701491721.125083,"facial recognition training","Peter Duan",1,10
1701491721.125083,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701491721.125083,"Customized Venn2 1.0","Bruce Liu",1,8
1701491721.125083,"PUBMED Paper Scraper","Bruce Liu",2,19
1701491721.125083,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1701491721.125083,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701491721.125083,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1701491721.125083,"Cell Counting #COMP_1","Bruce Liu",0,23
1701491721.125083,"Latex OCR","Paul Duan",0,2
1701491721.125083,"PMC Paper Analysis V1","Bruce Liu",1,41
1701491721.125083,"Real-ESRGAN","Samir Mitha",2,26
1701491721.125083,"Music Generator (melody + text)","Peter Duan",1,11
1701491721.125083,"PDF Merger","Oumaima Essamadi",0,30
1701491721.125083,"Speech Recognition","Paul Duan",0,3
1701491721.125083,"Histogram Equalization","Dionysios Balasis",4,141
1701491721.125083,"Voice Conversion","Paul Duan",0,14
1701491721.125083,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1701491721.125083,"IHC Nuclear Counter","Jesse Provost",2,20
1701491721.125083,"Nuclei Segmentation #COMP_1","Peter Duan",2,28
1701491721.125083,"Random Password Generator","Dionysios Balasis",0,5
1701491721.125083,"Watermark PDF","Paul Duan",2,14
1701491721.125083,"LaTeX2SVG","Peter Duan",3,15
1701491721.125083,"Single Shot Image De-noising","Dionysios Balasis",2,27
1701491721.125083,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1701491721.125083,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,226
1701491721.125083,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,96
1701491721.125083,"SRGAN","Samir Mitha",0,15
1701491721.125083,"Single-sample T-Test","Kimia Mofid",0,7
1701491721.125083,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701491721.125083,"AI Art Generator","Rick Sugden",5,261
1701491721.125083,"Venn Gene","Bruce Liu",0,4
1701491721.125083,"Tesseract OCR","Paul Duan",3,17
1701491721.125083,"Cartoon Painting Effect","Oumaima Essamadi",1,15
1701491721.125083,"Image Classification","Kevin Faust",2,43
1701491721.125083,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1701491721.125083,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",2,34
1701491721.125083,"QR Code Generator","Dionysios Balasis",2,17
1701491721.125083,"PDF Splitter","Raymond Qu",1,4
1701491721.125083,"Voice Cloning","Paul Duan",2,21
1701513290.9125936,"Random Password Generator","Dionysios Balasis",0,5
1701513290.9125936,"Histomic Atlases of Variation of Cancer (HAVOC)","Kevin Faust",3,226
1701513290.9125936,"Venn Gene","Bruce Liu",0,4
1701513290.9125936,"Anime Style Generator (AnimeGANv2)","Peter Duan",2,37
1701513290.9125936,"MLP-SRGAN","IAMLAB, Toronto Metropolitan University",1,24
1701513290.9125936,"Paint Transformer","Peter Duan",1,68
1701513290.9125936,"Cell Counting #COMP_1","Bruce Liu",0,23
1701513290.9125936,"Image Sharpening using 2D Convolution","Dionysios Balasis",5,73
1701513290.9125936,"OpenCv-Super Image Enhancement","Dionysios Balasis",0,9
1701513290.9125936,"Wide Range Paper Word Analysis","Bruce Liu",0,11
1701513290.9125936,"Single Shot Image De-noising","Dionysios Balasis",2,27
1701513290.9125936,"Image Classification","Kevin Faust",2,43
1701513290.9125936,"Physics-Guided Deep Image Prior network for Stain deconvolution (PGDIPS)","Jianan Chen -- Sunnybrook Research Institute",1,39
1701513290.9125936,"Music Generator (text only)","Peter Duan",3,40
1701513290.9125936,"URL Shortener","Dionysios Balasis",2,5
1701513290.9125936,"Artistic QR Code","Peter Duan",1,86
1701513290.9125936,"Tissue region profiler (HAVOC - Hovernet)","Alberto Leon",2,34
1701513290.9125936,"Image to PDF Converter","Dionysios Balasis",0,21
1701513290.9125936,"Real-ESRGAN","Samir Mitha",2,26
1701513290.9125936,"Customized Venn2 1.0","Bruce Liu",1,8
1701513290.9125936,"Heatmap/Clustermap Generator","Raymond Qu",1,20
1701513290.9125936,"facial recognition testing","Peter Duan",1,18
1701513290.9125936,"Tesseract OCR","Paul Duan",3,17
1701513290.9125936,"PUBMED Paper Scraper","Bruce Liu",2,19
1701513290.9125936,"AI Art Generator","Rick Sugden",5,261
1701513290.9125936,"Text to Image (Stable Diffusion XL 1.0)","Peter Duan",2,96
1701513290.9125936,"Voice Conversion","Paul Duan",0,14
1701513290.9125936,"LaTeX2SVG","Peter Duan",3,15
1701513290.9125936,"Latex OCR","Paul Duan",0,2
1701513290.9125936,"PMC Paper Analysis V1","Bruce Liu",1,41
1701513290.9125936,"Simple RNA to Protein Converter","Bruce Liu",1,5
1701513290.9125936,"Cartoon Painting Effect","Oumaima Essamadi",1,15
1701513290.9125936,"HAVOC Multi Slide Correlation Map","Kevin Faust",2,47
1701513290.9125936,"QR Code Generator","Dionysios Balasis",2,17
1701513290.9125936,"ChatGPT raw text model (API driven)","Bruce Liu",0,19
1701513290.9125936,"PDF Merger","Oumaima Essamadi",0,30
1701513290.9125936,"Speech Recognition","Paul Duan",0,3
1701513290.9125936,"SRGAN","Samir Mitha",0,15
1701513290.9125936,"PUBMED X CSE Citation","Bruce Liu",1,13
1701513290.9125936,"facial recognition training","Peter Duan",1,10
1701513290.9125936,"Nuclei Segmentation #COMP_1","Peter Duan",2,28
1701513290.9125936,"Single-sample T-Test","Kimia Mofid",0,7
1701513290.9125936,"Voice Cloning","Paul Duan",2,21
1701513290.9125936,"IHC Nuclear Counter","Jesse Provost",2,20
1701513290.9125936,"Histogram Equalization","Dionysios Balasis",4,141
1701513290.9125936,"Watermark PDF","Paul Duan",2,14
1701513290.9125936,"Efficient Focus Quality Assessment for Digital Pathology (FocusLiteNN)","Zhongling Wang",1,26
1701513290.9125936,"PDF Splitter","Raymond Qu",1,4
1701513290.9125936,"Music Generator (melody + text)","Peter Duan",1,11
